,prolific_id,tag,condition_num,background,commentator,outcome,model_descr_variant,sport,question1,question2,question3,question4,question5,question6,question7,question8,slider_val1,slider_val2,slider_val3,slider_val4,slider_val5,slider_val6,slider_val7,slider_val8
3241,661001002bf7cf76d072aa7d,tug-of-war_effort_team-confounded-opponent-12,0.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
Athletes also vary in how often they try their hardest in any given match.
If an athlete doesn’t try hard in any given match, that athlete only pulls with half of their intrinsic strength in that match.
Each team pulls as hard as the total effective strength of all of its athletes in that match.
The team that pulls the hardest will win a given match.",,"In the first match, Taylor and Peyton lost to Fey and Jamie.<br>
In the second match, Taylor and Quinn lost to Fey and Robin.<br>
In the third match, Taylor and Willow lost to Fey and Lane.<br>",explicit,tug-of-war,"[""How likely is it that Taylor is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Peyton is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Fey is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Taylor tried hard in the second match?"",""latent-1""]","[""How likely is it that Peyton tried hard in the first match?"",""latent-2""]","[""How likely is it that Fey tried hard in the second match?"",""latent-3""]","[""In a new match, how likely is it that Taylor and Peyton will beat Quinn and Lane?"",""new-1""]","[""In a new match, how likely is it that Taylor and Fey will beat Peyton and Jamie?"",""new-2""]",1.0,27.0,100.0,76.0,27.0,100.0,26.0,100.0
3245,661001002bf7cf76d072aa7d,canoe-race_effort_individ-explain-away-bonus2,0.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
The stronger the athlete, the faster they can individually row.
Athletes also vary in how often they try their hardest in any given race.
If an athlete doesn’t try hard in any given match, that athlete only rows about half as quickly as they could.
Each canoe team moves as fast as the average effective speed of all of its athletes in that race.
The canoe team that is the fastest will win a given race.",,"In the first match, Kay lost to Sam.<br>
In the second match, Kay beat Sam.<br>
In the third match, Sam beat Willow.<br>
In the fourth match, Sam beat Blake.<br>
In the fifth match, Kay lost to Peyton.<br>
In the sixth match, Kay lost to Jamie.<br>",explicit,canoe-race,"[""How likely is it that Kay is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Sam is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Willow is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Kay tried hard in the second match?"",""latent-1""]","[""How likely is it that Sam tried hard in the first match?"",""latent-2""]","[""How likely is it that Willow tried hard in the third match?"",""latent-3""]","[""In a new match, how likely is it that Kay will beat Sam ?"",""new-1""]","[""In a new match, how likely is it that Kay will beat Willow?"",""new-2""]",28.0,73.0,23.0,100.0,100.0,26.0,26.0,74.0
3248,661001002bf7cf76d072aa7d,canoe-race_effort_team-strong-indirect-14,0.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
The stronger the athlete, the faster they can individually row.
Athletes also vary in how often they try their hardest in any given race.
If an athlete doesn’t try hard in any given match, that athlete only rows about half as quickly as they could.
Each canoe team moves as fast as the average effective speed of all of its athletes in that race.
The canoe team that is the fastest will win a given race.",,"In the first match, Lane and Sam lost to Jamie and Ness.<br>
In the second match, Sam and Drew beat Jamie and Ness.<br>
In the third match, Sam and Blake beat Jamie and Ness.<br>",explicit,canoe-race,"[""How likely is it that Lane is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Sam is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Jamie is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Lane tried hard in the first match?"",""latent-1""]","[""How likely is it that Sam tried hard in the second match?"",""latent-2""]","[""How likely is it that Jamie tried hard in the second match?"",""latent-3""]","[""In a new match, how likely is it that Lane and Sam will beat Drew and Jamie?"",""new-1""]","[""In a new match, how likely is it that Lane and Jamie will beat Sam and Ness?"",""new-2""]",1.0,100.0,26.0,1.0,100.0,28.0,21.0,25.0
3251,661001002bf7cf76d072aa7d,canoe-race_effort_team-explain-away-11,0.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
The stronger the athlete, the faster they can individually row.
Athletes also vary in how often they try their hardest in any given race.
If an athlete doesn’t try hard in any given match, that athlete only rows about half as quickly as they could.
Each canoe team moves as fast as the average effective speed of all of its athletes in that race.
The canoe team that is the fastest will win a given race.",,"In the first match, Willow and Casey beat Ness and Max.<br>
In the second match, Willow and Ollie beat Ness and Robin.<br>
In the third match, Willow and Fey beat Ness and Quinn.<br>
In the fourth match, Willow and Casey lost to Ness and Max.<br>",explicit,canoe-race,"[""How likely is it that Willow is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Casey is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Willow tried hard in the fourth match?"",""latent-1""]","[""How likely is it that Casey tried hard in the first match?"",""latent-2""]","[""How likely is it that Ness tried hard in the second match?"",""latent-3""]","[""In a new match, how likely is it that Willow and Casey will beat Ollie and Quinn?"",""new-1""]","[""In a new match, how likely is it that Willow and Ness will beat Casey and Max?"",""new-2""]",100.0,49.0,1.0,26.0,100.0,25.0,76.0,77.0
3261,664b72197e46681ab18de331,tug-of-war_effort_team-diverse-17,5.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Ness and Indiana beat Max and Willow.<br>
In the second match, Ness and Robin beat Lane and Gale.<br>
In the third match, Ness and Val beat Kay and PZ.<br>",implicit,tug-of-war,"[""How likely is it that Ness tried hard in the second match?"",""latent-1""]","[""How likely is it that Indiana tried hard in the first match?"",""latent-2""]","[""How likely is it that Max tried hard in the first match?"",""latent-3""]","[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Indiana is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Max is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Ness and Indiana will beat Max and Gale?"",""new-1""]","[""In a new match, how likely is it that Ness and Max will beat Indiana and Willow?"",""new-2""]",75.0,76.0,100.0,100.0,51.0,25.0,100.0,81.0
3264,664b72197e46681ab18de331,tug-of-war_effort_individ-explain-away-bonus,5.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Gale beat Sam.<br>
In the second match, Gale lost to Sam.<br>
In the third match, Sam lost to Blake.<br>
In the fourth match, Sam lost to Quinn.<br>
In the fifth match, Gale beat Taylor.<br>
In the sixth match, Gale beat Willow.<br>",implicit,tug-of-war,"[""How likely is it that Gale tried hard in the second match?"",""latent-1""]","[""How likely is it that Sam tried hard in the first match?"",""latent-2""]","[""How likely is it that Blake tried hard in the third match?"",""latent-3""]","[""How likely is it that Gale is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Sam is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Blake is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Gale will beat Sam ?"",""new-1""]","[""In a new match, how likely is it that Gale will beat Blake?"",""new-2""]",32.0,100.0,100.0,82.0,25.0,18.0,88.0,70.0
3267,664b72197e46681ab18de331,tug-of-war_effort_team-weak-indirect-15,5.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Blake and Fey beat Taylor and Max.<br>
In the second match, Fey and Casey beat Taylor and Max.<br>
In the third match, Fey and Willow beat Taylor and Max.<br>",implicit,tug-of-war,"[""How likely is it that Blake tried hard in the first match?"",""latent-1""]","[""How likely is it that Fey tried hard in the second match?"",""latent-2""]","[""How likely is it that Taylor tried hard in the second match?"",""latent-3""]","[""How likely is it that Blake is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Fey is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Taylor is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Blake and Fey will beat Casey and Taylor?"",""new-1""]","[""In a new match, how likely is it that Blake and Taylor will beat Fey and Max?"",""new-2""]",83.0,89.0,81.0,51.0,100.0,1.0,67.0,35.0
3271,664b72197e46681ab18de331,canoe-race_effort_individ-strong-indirect-4,5.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Val lost to Ness.<br>
In the second match, Ness lost to Fey.<br>
In the third match, Ness lost to Max.<br>",implicit,canoe-race,"[""How likely is it that Val tried hard in the first match?"",""latent-1""]","[""How likely is it that Ness tried hard in the second match?"",""latent-2""]","[""How likely is it that Fey tried hard in the second match?"",""latent-3""]","[""How likely is it that Val is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Fey is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Val will beat Fey?"",""new-1""]","[""In a new match, how likely is it that Val will beat Max?"",""new-2""]",62.0,89.0,97.0,22.0,51.0,66.0,13.0,13.0
3274,664b72197e46681ab18de331,canoe-race_effort_team-confounded-partner-10,5.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Robin and Quinn lost to Willow and Taylor.<br>
In the second match, Robin and Quinn lost to Indiana and Sam.<br>
In the third match, Robin and Quinn lost to Blake and Kay.<br>",implicit,canoe-race,"[""How likely is it that Robin tried hard in the first match?"",""latent-1""]","[""How likely is it that Quinn tried hard in the second match?"",""latent-2""]","[""How likely is it that Indiana tried hard in the second match?"",""latent-3""]","[""How likely is it that Robin is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Quinn is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Indiana is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Robin and Quinn will beat Willow and Kay?"",""new-1""]","[""In a new match, how likely is it that Robin and Willow will beat Quinn and Taylor?"",""new-2""]",92.0,89.0,74.0,1.0,1.0,64.0,16.0,50.0
3277,664b72197e46681ab18de331,canoe-race_effort_team-round-robin-20,5.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Kay and Peyton lost to Ollie and Taylor.<br>
In the second match, Kay and Ollie lost to Peyton and Taylor.<br>
In the third match, Kay and Taylor lost to Peyton and Ollie.<br>",implicit,canoe-race,"[""How likely is it that Kay tried hard in the second match?"",""latent-1""]","[""How likely is it that Peyton tried hard in the first match?"",""latent-2""]","[""How likely is it that Ollie tried hard in the first match?"",""latent-3""]","[""How likely is it that Kay is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Peyton is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Ollie is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Kay and Peyton will beat Ollie and Indiana?"",""new-1""]","[""In a new match, how likely is it that Kay and Ollie will beat Peyton and Indiana?"",""new-2""]",90.0,89.0,97.0,1.0,79.0,80.0,16.0,24.0
3287,66aa826226ace74112a5a24f,tug-of-war_effort_team-confounded-opponent-12,8.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Taylor and Peyton lost to Fey and Jamie.<br>
In the second match, Taylor and Quinn lost to Fey and Robin.<br>
In the third match, Taylor and Willow lost to Fey and Lane.<br>",implicit,tug-of-war,"[""How likely is it that Taylor tried hard in the second match?"",""latent-1""]","[""How likely is it that Peyton tried hard in the first match?"",""latent-2""]","[""How likely is it that Fey tried hard in the second match?"",""latent-3""]","[""How likely is it that Taylor is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Peyton is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Fey is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Taylor and Peyton will beat Quinn and Lane?"",""new-1""]","[""In a new match, how likely is it that Taylor and Fey will beat Peyton and Jamie?"",""new-2""]",72.0,75.0,99.0,25.0,24.0,100.0,3.0,78.0
3290,66aa826226ace74112a5a24f,tug-of-war_effort_individ-explain-away-91012,8.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Drew lost to Ollie .<br>
In the second match, Drew beat Ollie .<br>
In the third match, Drew beat Ollie.<br>
In the fourth match, Peyton beat Robin.<br>",implicit,tug-of-war,"[""How likely is it that Drew tried hard in the first match?"",""latent-1""]","[""How likely is it that Ollie tried hard in the second match?"",""latent-2""]","[""How likely is it that Robin tried hard in the fourth match?"",""latent-3""]","[""How likely is it that Drew is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Ollie is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Robin is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Drew will beat Ollie ?"",""new-1""]","[""In a new match, how likely is it that Drew will beat Robin?"",""new-2""]",71.0,95.0,74.0,99.0,22.0,23.0,98.0,98.0
3293,66aa826226ace74112a5a24f,tug-of-war_effort_individ-explain-away-bonus3,8.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Peyton beat Blake.<br>
In the second match, Peyton lost to Blake.<br>
In the third match, Blake lost to Ness.<br>
In the fourth match, Blake lost to Indiana.<br>",implicit,tug-of-war,"[""How likely is it that Peyton tried hard in the second match?"",""latent-1""]","[""How likely is it that Blake tried hard in the first match?"",""latent-2""]","[""How likely is it that Ness tried hard in the third match?"",""latent-3""]","[""How likely is it that Peyton is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Blake is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Peyton will beat Blake ?"",""new-1""]","[""In a new match, how likely is it that Peyton will beat Ness?"",""new-2""]",71.0,76.0,100.0,76.0,51.0,99.0,75.0,3.0
3297,66aa826226ace74112a5a24f,diving_effort_team-strong-indirect-14,8.0,"In this event, teams of players are competing in rounds of a synchronized diving tournament.
Teams compete in synchronized diving. Each team member jumps at the same time.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Kay and Peyton lost to Sam and Blake.<br>
In the second match, Peyton and Willow beat Sam and Blake.<br>
In the third match, Peyton and Lane beat Sam and Blake.<br>",implicit,diving,"[""How likely is it that Kay tried hard in the first match?"",""latent-1""]","[""How likely is it that Peyton tried hard in the second match?"",""latent-2""]","[""How likely is it that Sam tried hard in the second match?"",""latent-3""]","[""How likely is it that Kay is intrinsically more skilled than a random typical competitor?"",""skill-1""]","[""How likely is it that Peyton is intrinsically more skilled than a random typical competitor?"",""skill-2""]","[""How likely is it that Sam is intrinsically more skilled than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Kay and Peyton will beat Willow and Sam?"",""new-1""]","[""In a new match, how likely is it that Kay and Sam will beat Peyton and Blake?"",""new-2""]",73.0,99.0,74.0,25.0,100.0,22.0,75.0,3.0
3300,66aa826226ace74112a5a24f,diving_effort_team-explain-away-11,8.0,"In this event, teams of players are competing in rounds of a synchronized diving tournament.
Teams compete in synchronized diving. Each team member jumps at the same time.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Taylor and Harper beat Emery and Blake.<br>
In the second match, Taylor and Avery beat Emery and Fey.<br>
In the third match, Taylor and Robin beat Emery and Drew.<br>
In the fourth match, Taylor and Harper lost to Emery and Blake.<br>",implicit,diving,"[""How likely is it that Taylor tried hard in the fourth match?"",""latent-1""]","[""How likely is it that Harper tried hard in the first match?"",""latent-2""]","[""How likely is it that Emery tried hard in the second match?"",""latent-3""]","[""How likely is it that Taylor is intrinsically more skilled than a random typical competitor?"",""skill-1""]","[""How likely is it that Harper is intrinsically more skilled than a random typical competitor?"",""skill-2""]","[""How likely is it that Emery is intrinsically more skilled than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Taylor and Harper will beat Avery and Drew?"",""new-1""]","[""In a new match, how likely is it that Taylor and Emery will beat Harper and Blake?"",""new-2""]",100.0,100.0,100.0,100.0,78.0,25.0,81.0,3.0
3303,66aa826226ace74112a5a24f,diving_effort_individ-explain-away-bonus2,8.0,"In this event, teams of players are competing in rounds of a synchronized diving tournament.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Jamie lost to Ollie.<br>
In the second match, Jamie beat Ollie.<br>
In the third match, Ollie beat Indiana.<br>
In the fourth match, Ollie beat Peyton.<br>
In the fifth match, Jamie lost to Quinn.<br>
In the sixth match, Jamie lost to Emery.<br>",implicit,diving,"[""How likely is it that Jamie tried hard in the second match?"",""latent-1""]","[""How likely is it that Ollie tried hard in the first match?"",""latent-2""]","[""How likely is it that Indiana tried hard in the third match?"",""latent-3""]","[""How likely is it that Jamie is intrinsically more skilled than a random typical competitor?"",""skill-1""]","[""How likely is it that Ollie is intrinsically more skilled than a random typical competitor?"",""skill-2""]","[""How likely is it that Indiana is intrinsically more skilled than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Jamie will beat Ollie ?"",""new-1""]","[""In a new match, how likely is it that Jamie will beat Indiana?"",""new-2""]",99.0,100.0,79.0,100.0,73.0,23.0,77.0,28.0
3313,667041824bfac26003bcc3cd,tug-of-war_effort_team-weak-indirect-15,3.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
Athletes also vary in how often they try their hardest in any given match.
If an athlete doesn’t try hard in any given match, that athlete only pulls with half of their intrinsic strength in that match.
Each team pulls as hard as the total effective strength of all of its athletes in that match.
The team that pulls the hardest will win a given match.",,"In the first match, Blake and Fey beat Taylor and Max.<br>
In the second match, Fey and Casey beat Taylor and Max.<br>
In the third match, Fey and Willow beat Taylor and Max.<br>",explicit,tug-of-war,"[""How likely is it that Blake is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Fey is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Taylor is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Blake tried hard in the first match?"",""latent-1""]","[""How likely is it that Fey tried hard in the second match?"",""latent-2""]","[""How likely is it that Taylor tried hard in the second match?"",""latent-3""]","[""In a new match, how likely is it that Blake and Fey will beat Casey and Taylor?"",""new-1""]","[""In a new match, how likely is it that Blake and Taylor will beat Fey and Max?"",""new-2""]",27.0,75.0,1.0,75.0,77.0,26.0,95.0,34.0
3316,667041824bfac26003bcc3cd,tug-of-war_effort_individ-explain-away-bonus,3.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
Athletes also vary in how often they try their hardest in any given match.
If an athlete doesn’t try hard in any given match, that athlete only pulls with half of their intrinsic strength in that match.
Each team pulls as hard as the total effective strength of all of its athletes in that match.
The team that pulls the hardest will win a given match.",,"In the first match, Gale beat Sam.<br>
In the second match, Gale lost to Sam.<br>
In the third match, Sam lost to Blake.<br>
In the fourth match, Sam lost to Quinn.<br>
In the fifth match, Gale beat Taylor.<br>
In the sixth match, Gale beat Willow.<br>",explicit,tug-of-war,"[""How likely is it that Gale is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Sam is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Blake is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Gale tried hard in the second match?"",""latent-1""]","[""How likely is it that Sam tried hard in the first match?"",""latent-2""]","[""How likely is it that Blake tried hard in the third match?"",""latent-3""]","[""In a new match, how likely is it that Gale will beat Sam ?"",""new-1""]","[""In a new match, how likely is it that Gale will beat Blake?"",""new-2""]",77.0,76.0,26.0,78.0,22.0,96.0,23.0,23.0
3319,667041824bfac26003bcc3cd,tug-of-war_effort_team-diverse-17,3.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
Athletes also vary in how often they try their hardest in any given match.
If an athlete doesn’t try hard in any given match, that athlete only pulls with half of their intrinsic strength in that match.
Each team pulls as hard as the total effective strength of all of its athletes in that match.
The team that pulls the hardest will win a given match.",,"In the first match, Ness and Indiana beat Max and Willow.<br>
In the second match, Ness and Robin beat Lane and Gale.<br>
In the third match, Ness and Val beat Kay and PZ.<br>",explicit,tug-of-war,"[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Indiana is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Max is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Ness tried hard in the second match?"",""latent-1""]","[""How likely is it that Indiana tried hard in the first match?"",""latent-2""]","[""How likely is it that Max tried hard in the first match?"",""latent-3""]","[""In a new match, how likely is it that Ness and Indiana will beat Max and Gale?"",""new-1""]","[""In a new match, how likely is it that Ness and Max will beat Indiana and Willow?"",""new-2""]",100.0,68.0,63.0,80.0,100.0,29.0,100.0,100.0
3323,667041824bfac26003bcc3cd,canoe-race_effort_team-round-robin-20,3.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
The stronger the athlete, the faster they can individually row.
Athletes also vary in how often they try their hardest in any given race.
If an athlete doesn’t try hard in any given match, that athlete only rows about half as quickly as they could.
Each canoe team moves as fast as the average effective speed of all of its athletes in that race.
The canoe team that is the fastest will win a given race.",,"In the first match, Kay and Peyton lost to Ollie and Taylor.<br>
In the second match, Kay and Ollie lost to Peyton and Taylor.<br>
In the third match, Kay and Taylor lost to Peyton and Ollie.<br>",explicit,canoe-race,"[""How likely is it that Kay is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Peyton is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Ollie is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Kay tried hard in the second match?"",""latent-1""]","[""How likely is it that Peyton tried hard in the first match?"",""latent-2""]","[""How likely is it that Ollie tried hard in the first match?"",""latent-3""]","[""In a new match, how likely is it that Kay and Peyton will beat Ollie and Indiana?"",""new-1""]","[""In a new match, how likely is it that Kay and Ollie will beat Peyton and Indiana?"",""new-2""]",27.0,75.0,75.0,23.0,27.0,78.0,6.0,75.0
3326,667041824bfac26003bcc3cd,canoe-race_effort_team-confounded-partner-10,3.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
The stronger the athlete, the faster they can individually row.
Athletes also vary in how often they try their hardest in any given race.
If an athlete doesn’t try hard in any given match, that athlete only rows about half as quickly as they could.
Each canoe team moves as fast as the average effective speed of all of its athletes in that race.
The canoe team that is the fastest will win a given race.",,"In the first match, Robin and Quinn lost to Willow and Taylor.<br>
In the second match, Robin and Quinn lost to Indiana and Sam.<br>
In the third match, Robin and Quinn lost to Blake and Kay.<br>",explicit,canoe-race,"[""How likely is it that Robin is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Quinn is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Indiana is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Robin tried hard in the first match?"",""latent-1""]","[""How likely is it that Quinn tried hard in the second match?"",""latent-2""]","[""How likely is it that Indiana tried hard in the second match?"",""latent-3""]","[""In a new match, how likely is it that Robin and Quinn will beat Willow and Kay?"",""new-1""]","[""In a new match, how likely is it that Robin and Willow will beat Quinn and Taylor?"",""new-2""]",1.0,1.0,65.0,29.0,25.0,75.0,78.0,37.0
3329,667041824bfac26003bcc3cd,canoe-race_effort_individ-strong-indirect-4,3.0,"In this event, the athletes are competing in a series of canoe races.
Athletes compete either individually or as a team.
All matches take place on the same day.

Intrinsic strength varies widely from athlete to athlete.
The stronger the athlete, the faster they can individually row.
Athletes also vary in how often they try their hardest in any given race.
If an athlete doesn’t try hard in any given match, that athlete only rows about half as quickly as they could.
Each canoe team moves as fast as the average effective speed of all of its athletes in that race.
The canoe team that is the fastest will win a given race.",,"In the first match, Val lost to Ness.<br>
In the second match, Ness lost to Fey.<br>
In the third match, Ness lost to Max.<br>",explicit,canoe-race,"[""How likely is it that Val is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Fey is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""How likely is it that Val tried hard in the first match?"",""latent-1""]","[""How likely is it that Ness tried hard in the second match?"",""latent-2""]","[""How likely is it that Fey tried hard in the second match?"",""latent-3""]","[""In a new match, how likely is it that Val will beat Fey?"",""new-1""]","[""In a new match, how likely is it that Val will beat Max?"",""new-2""]",24.0,36.0,76.0,25.0,27.0,74.0,24.0,31.0
3339,5856eb5f28da4d0001884a76,tug-of-war_effort_individ-explain-away-bonus3,2.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Peyton beat Blake.<br>
In the second match, Peyton lost to Blake.<br>
In the third match, Blake lost to Ness.<br>
In the fourth match, Blake lost to Indiana.<br>",implicit,tug-of-war,"[""How likely is it that Peyton tried hard in the second match?"",""latent-1""]","[""How likely is it that Blake tried hard in the first match?"",""latent-2""]","[""How likely is it that Ness tried hard in the third match?"",""latent-3""]","[""How likely is it that Peyton is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Blake is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Ness is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Peyton will beat Blake ?"",""new-1""]","[""In a new match, how likely is it that Peyton will beat Ness?"",""new-2""]",26.0,26.0,97.0,69.0,72.0,72.0,50.0,50.0
3342,5856eb5f28da4d0001884a76,tug-of-war_effort_individ-explain-away-91012,2.0,"In this event, the athletes are competing in matches of tug-of-war.
Athletes compete either individually or as a team.
All matches take place on the same day.",,"In the first match, Drew lost to Ollie .<br>
In the second match, Drew beat Ollie .<br>
In the third match, Drew beat Ollie.<br>
In the fourth match, Peyton beat Robin.<br>",implicit,tug-of-war,"[""How likely is it that Drew tried hard in the first match?"",""latent-1""]","[""How likely is it that Ollie tried hard in the second match?"",""latent-2""]","[""How likely is it that Robin tried hard in the fourth match?"",""latent-3""]","[""How likely is it that Drew is intrinsically stronger than a random typical competitor?"",""skill-1""]","[""How likely is it that Ollie is intrinsically stronger than a random typical competitor?"",""skill-2""]","[""How likely is it that Robin is intrinsically stronger than a random typical competitor?"",""skill-3""]","[""In a new match, how likely is it that Drew will beat Ollie ?"",""new-1""]","[""In a new match, how likely is it that Drew will beat Robin?"",""new-2""]",68.0,37.0,51.0,73.0,71.0,51.0,50.0,50.0
